qi,query,n_words,has_digit,has_at,has_color,has_quoted_or_acronym,has_identifier_noun,bucket,ceiling_rank,muvera_rank,rank_delta,ceiling_ok_muvera_lost
33,"What is SCGP?",3,False,False,False,True,False,specific_entity_lookup,1,1,0,False
34,"What is written in red ink at the top?",9,False,False,True,False,False,specific_entity_lookup,None,None,0,False
35,"Experiences of the which branch of the clan will you be most interested in?",14,False,False,False,False,False,descriptive_general,1,1,0,False
36,"What are the letters in the monogram logo at the top right of the document?",15,False,False,False,False,False,descriptive_general,None,None,0,False
37,"What is the number in parentheses [ ], between the two Tables?",12,False,False,False,False,False,descriptive_general,10,None,1,False
38,"What is the income tax for 2003?",7,True,False,False,False,False,specific_entity_lookup,1,1,0,False
39,"Which work area is this related?",6,False,False,False,False,False,descriptive_general,1,1,0,False
40,"Who is the third person in CC",7,False,False,False,True,False,specific_entity_lookup,9,None,2,False
41,"Who is this question addressed to?",6,False,False,False,False,False,descriptive_general,None,None,0,False
42,"How much menthol does KOOL 'C' have?",7,False,False,False,True,False,specific_entity_lookup,1,1,0,False
43,"Where is this Philip Morris office located at?",8,False,False,False,False,False,descriptive_general,1,4,3,True
44,"Whose contact is given at the end?",7,False,False,False,False,False,descriptive_general,1,1,0,False
45,"Who is the Medical Monitor or designee?",7,False,False,False,False,False,descriptive_general,2,None,9,False
46,"What is vitamin A requirement for age group 8-10 years ?",11,True,False,False,False,False,specific_entity_lookup,1,1,0,False
47,"Who signed this?",3,False,False,False,False,False,descriptive_general,None,None,0,False
48,"What is the purchase order number?",6,False,False,False,False,False,descriptive_general,1,1,0,False
49,"To whom is the letter is addressed?",7,False,False,False,False,False,descriptive_general,1,None,10,True
50,"What is the average age of camel smoker?",8,False,False,False,False,False,descriptive_general,1,1,0,False
51,"To whom the letter is addressed?",6,False,False,False,False,False,descriptive_general,2,5,3,False
52,"What is the heading?",4,False,False,False,False,False,descriptive_general,None,None,0,False
53,"What is the Manuscript number specified in the 'Title' ?",10,False,False,False,True,False,specific_entity_lookup,1,None,10,True
54,"When was the meeting held?",5,False,False,False,False,False,descriptive_general,None,None,0,False
55,"What is osteoporosis corelated to?",5,False,False,False,False,False,descriptive_general,1,1,0,False
56,"What is the value given for girls of 13-15 yrs for 3 months?",13,True,False,False,False,False,specific_entity_lookup,1,1,0,False
57,"what is written at the middle of round seal?",9,False,False,False,False,False,descriptive_general,1,None,10,True
58,"For when is startup of the wiegand evaporator system at park 500 is scheduled?",14,True,False,False,False,False,specific_entity_lookup,1,1,0,False
59,"what is the slope of set #1?",7,True,False,False,False,False,specific_entity_lookup,1,1,0,False
60,"What is the name of the company on top of the document ?",13,False,False,False,False,False,descriptive_general,None,None,0,False
61,"At what rate is Methoprene currently added to B&W's tobaccos?",10,False,False,False,False,False,descriptive_general,1,1,0,False
62,"What is the heading of the document?",7,False,False,False,False,False,descriptive_general,None,None,0,False
63,"What is the Page Number?",5,False,False,False,False,False,descriptive_general,2,None,9,False
64,"What is cut tobacco no in this page?",8,False,False,False,False,False,descriptive_general,1,1,0,False
65,"what is the title of this page ?",8,False,False,False,False,False,descriptive_general,None,None,0,False
66,"What is the abbreviation of Hormone Intelligent Notification Transmission?",9,False,False,False,False,False,descriptive_general,1,1,0,False
67,"what is the subject of this letter?",7,False,False,False,False,False,descriptive_general,1,1,0,False
68,"What has to be provided to SULT/SLT development?",8,False,False,False,True,False,specific_entity_lookup,1,1,0,False
69,"which floor details are mentioned in the document?",8,False,False,False,False,False,descriptive_general,1,2,1,True
70,"What is the name of the bank?",7,False,False,False,False,False,descriptive_general,1,1,0,False
71,"What is the title of the document ?",8,False,False,False,False,False,descriptive_general,None,None,0,False
72,"What is the name of the company on the letter head ?",12,False,False,False,False,False,descriptive_general,7,None,4,False
73,"What % of vests is available for conversion after 3 year?",11,True,False,False,False,False,specific_entity_lookup,1,2,1,True
74,"Which is the first year on x-axis?",7,False,False,False,False,False,descriptive_general,2,4,2,False
75,"What is the name of the airline?",7,False,False,False,False,False,descriptive_general,1,1,0,False
76,"What is the amount of check?",6,False,False,False,False,False,descriptive_general,1,2,1,True
77,"What is the figure number?",5,False,False,False,False,False,descriptive_general,1,1,0,False
78,"What is the page number?",5,False,False,False,False,False,descriptive_general,None,None,0,False
79,"what is the index of shared of the 21-25 segment",10,True,False,False,False,False,specific_entity_lookup,1,1,0,False
80,"Which director is the president of the 'colonial sugars company'?",10,False,False,False,True,False,specific_entity_lookup,1,1,0,False
81,"What is the name of the client?",7,False,False,False,False,False,descriptive_general,2,1,-1,False
82,"What is the name of the foundation?",7,False,False,False,False,False,descriptive_general,1,1,0,False
83,"What is the date of submission?",6,False,False,False,False,False,descriptive_general,10,None,1,False
84,"What is the RDA for Calories for Sedentary woman(1948 report)?",10,True,False,False,True,False,specific_entity_lookup,1,1,0,False
85,"What is the budget offered for 3 Posters( including production)?",10,True,False,False,False,False,specific_entity_lookup,1,1,0,False
86,"What Budget Estimate is given in this document?",8,False,False,False,False,False,descriptive_general,2,3,1,False
87,"What is the table number?",5,False,False,False,False,False,descriptive_general,2,None,9,False
88,"Who is the sender of the Fax?",7,False,False,False,False,False,descriptive_general,2,2,0,False
89,"What is the report on?",5,False,False,False,False,False,descriptive_general,None,10,-1,False
90,"What is the Budget Estimate for CME Reviewer Provider Fee?",10,False,False,False,True,False,specific_entity_lookup,1,2,1,True
91,"What is the heading of the document?",7,False,False,False,False,False,descriptive_general,None,None,0,False
92,"What is the Fax no of Karen Mittleman?",8,False,False,False,False,False,descriptive_general,2,2,0,False
93,"Which company's fax message is this?",6,False,False,False,False,False,descriptive_general,2,3,1,False
94,"What is the net operating revenue for the year 2010?",10,True,False,False,False,False,specific_entity_lookup,1,1,0,False
95,"What is the Priority of Article P2(3)?",7,True,False,False,False,False,specific_entity_lookup,1,2,1,True
96,"What type of report is this?",6,False,False,False,False,False,descriptive_general,None,None,0,False
97,"When is the next meeting held?",6,False,False,False,False,False,descriptive_general,1,1,0,False
98,"What is the Dept.No?",4,False,False,False,False,False,descriptive_general,1,1,0,False
99,"Which proposed section would require food processors promulgated by FDA?",10,False,False,False,True,False,specific_entity_lookup,1,1,0,False
100,"What is the progress Report number?",6,False,False,False,False,False,descriptive_general,1,1,0,False
101,"Who are the medical journals for?",6,False,False,False,False,False,descriptive_general,1,1,0,False
102,"What is the Strategic Publication Development Budget?",7,False,False,False,False,False,descriptive_general,1,1,0,False
103,"What is the progress Report number?",6,False,False,False,False,False,descriptive_general,4,7,3,False
104,"what is re written in place of 34.8gallons",8,True,False,False,False,False,specific_entity_lookup,1,None,10,True
105,"What type of letter is this?",6,False,False,False,False,False,descriptive_general,None,None,0,False
106,"What is the phone number given at the top left end of the page?",14,False,False,False,False,True,specific_entity_lookup,10,None,1,False
107,"How many countries has approved Totelle(R) dossier?",7,False,False,False,False,False,descriptive_general,1,2,1,True
108,"Which cigarette brand beats Marlboro lights?",6,False,False,False,False,False,descriptive_general,1,1,0,False
109,"Who is the client?",4,False,False,False,False,False,descriptive_general,4,1,-3,False
110,"Which university ‘letterhead’ is given?",5,False,False,False,False,False,descriptive_general,1,8,7,True
111,"What is written at the bottom right end of the ‘page’?",11,False,False,False,False,False,descriptive_general,None,None,0,False
112,"What is the phone number given?",6,False,False,False,False,True,specific_entity_lookup,None,None,0,False
113,"What is the amount shown for the recipient ‘Nutrition Fdn.NY’?",10,False,False,False,True,False,specific_entity_lookup,1,1,0,False
114,"What is the Budget estimate for recruit editorial board/monthly newsletter development?",11,False,False,False,False,False,descriptive_general,1,1,0,False
115,"what is the name of the university ?",8,False,False,False,False,False,descriptive_general,8,None,3,False
116,"What is the client name mentioned in this document?",9,False,False,False,False,False,descriptive_general,2,4,2,False
117,"Who is the Chairman of special Committee members?",8,False,False,False,False,False,descriptive_general,1,1,0,False
118,"When dealing with patients, what would appear to be a safer and more appropriate solution?",15,False,False,False,False,False,descriptive_general,1,1,0,False
119,"Who is the Professor of History of Religions?",8,False,False,False,False,False,descriptive_general,1,1,0,False
120,"What is the name of addressee in this letter?",9,False,False,False,False,False,descriptive_general,7,None,4,False
121,"When was this meeting happened?",5,False,False,False,False,False,descriptive_general,4,None,7,False
122,"What is the text printed on the bottom right corner of the page?",13,False,False,False,False,False,descriptive_general,None,None,0,False
123,"Who is the sender of this letter?",7,False,False,False,False,False,descriptive_general,None,None,0,False
124,"Which company is mentioned in this document?",7,False,False,False,False,False,descriptive_general,None,None,0,False
125,"Who sent this form?",4,False,False,False,False,False,descriptive_general,2,5,3,False
126,"What is the subject line of this email?",8,False,False,False,False,True,specific_entity_lookup,1,6,5,True
127,"When is the Knee Panel Meeting held in Chicago, IL?",10,False,False,False,True,False,specific_entity_lookup,1,1,0,False
128,"What is the priority of the Article WMC(2)?",8,True,False,False,True,False,specific_entity_lookup,1,None,10,True
129,"What is the name of the book store?",8,False,False,False,False,False,descriptive_general,1,1,0,False
130,"What is the Day 2 event for the time 9:00-10:30 am?",11,True,False,False,False,False,specific_entity_lookup,1,1,0,False
131,"By what statistical 'method' is the the data collected ?",10,False,False,False,True,False,specific_entity_lookup,1,1,0,False
132,"What is the name of the company?",7,False,False,False,False,False,descriptive_general,None,None,0,False
133,"What is the ‘heading’?",4,False,False,False,False,False,descriptive_general,None,None,0,False
134,"What does this document relate to ?",7,False,False,False,False,False,descriptive_general,1,None,10,True
135,"What is the letter in the single initial monogram based on header?",12,False,False,False,False,False,descriptive_general,None,None,0,False
136,"What is the Requisition No. given in the document?",9,False,False,False,False,False,descriptive_general,1,2,1,True
137,"Who is the ‘Senior Product Manager ‘of Wyeth-Ayerst Pharmaceuticals?",9,False,False,False,False,False,descriptive_general,1,2,1,True
138,"What is the team leader's name?",6,False,False,False,False,False,descriptive_general,1,8,7,True
139,"What is the name of the company mentioned at the top of the page?",14,False,False,False,False,False,descriptive_general,None,None,0,False
140,"Which number is repeated several times on the page?",9,False,False,False,False,False,descriptive_general,1,1,0,False
141,"What is indicated as second or third line treatment of type 2 diabetes mellitus?",14,True,False,False,False,False,specific_entity_lookup,1,1,0,False
142,"What is the name of the Client given in the report?",11,False,False,False,False,False,descriptive_general,2,6,4,False
143,"What is the VO. NO.?",5,False,False,False,True,False,specific_entity_lookup,1,1,0,False
144,"When did the term of this agreement commence?",8,False,False,False,False,False,descriptive_general,1,1,0,False
145,"Which fiscal year's currency use is shown in the pie chart?",11,False,False,False,False,False,descriptive_general,1,1,0,False
146,"What is the title of table 3?",7,True,False,False,False,False,specific_entity_lookup,1,5,4,True
147,"where did this program happen?",5,False,False,False,False,False,descriptive_general,2,3,1,False
148,"What is the underlined text on the top right corner of the page?",13,False,False,False,False,False,descriptive_general,None,2,-9,False
149,"What is the full form of I.P. ?",8,False,False,False,False,False,descriptive_general,1,1,0,False
150,"Who is the staff representative as per the agenda?",9,False,False,False,False,False,descriptive_general,1,1,0,False
151,"What is the page no mentioned in this document?",9,False,False,False,False,False,descriptive_general,None,None,0,False
152,"What is the page number?",5,False,False,False,False,False,descriptive_general,4,10,6,False
153,"What is the CME Expense?",5,False,False,False,True,False,specific_entity_lookup,1,1,0,False
154,"When was the Nutrition Committee held?",6,False,False,False,False,False,descriptive_general,1,3,2,True
155,"Which company’s annual report is shown?",6,False,False,False,False,False,descriptive_general,2,1,-1,False
156,"What is point number 1?",5,True,False,False,False,False,specific_entity_lookup,6,None,5,False
157,"W ho from 'Garvw Travel in Boston' has telephoned ?",10,False,False,False,True,True,specific_entity_lookup,1,1,0,False
158,"What is the page no mentioned in this newspaper?",9,False,False,False,False,False,descriptive_general,2,2,0,False
159,"what is the carcinoma(transitional cell )  of group 1 ?",10,True,False,False,False,False,specific_entity_lookup,1,1,0,False
160,"What is the date at the top right corner of the page?",12,False,False,False,False,False,descriptive_general,None,None,0,False
161,"who is the lead responsibility for evaluating data from study OCT020",11,True,False,False,False,False,specific_entity_lookup,1,1,0,False
162,"What is the ext.?",4,False,False,False,False,False,descriptive_general,1,1,0,False
163,"What is the page number?",5,False,False,False,False,False,descriptive_general,None,None,0,False
164,"Which company bill is given?",5,False,False,False,False,False,descriptive_general,1,2,1,True
165,"Which is precurser (d) of Tuberculosis ?",7,False,False,False,False,False,descriptive_general,1,1,0,False
166,"What is the Direct account name?",6,False,False,False,False,False,descriptive_general,2,2,0,False
167,"Who is the secretary?",4,False,False,False,False,False,descriptive_general,7,None,4,False
168,"What is the ‘EXPIRATION DATE’ of the Manufacturer coupon?",9,False,False,False,True,False,specific_entity_lookup,1,1,0,False
169,"What is written at the top of the page in bold capital letters?",13,False,False,False,False,False,descriptive_general,None,None,0,False
170,"What is the heading of the first Article?",8,False,False,False,False,False,descriptive_general,None,None,0,False
171,"What is the component that needs to included?",8,False,False,False,False,False,descriptive_general,1,2,1,True
172,"what is the trend of patient growth?",7,False,False,False,False,False,descriptive_general,1,9,8,True
173,"What is the title of the document ?",8,False,False,False,False,False,descriptive_general,None,3,-8,False
174,"What is the page number?",5,False,False,False,False,False,descriptive_general,None,None,0,False
175,"What is the heading printed in red?",7,False,False,True,False,False,specific_entity_lookup,1,None,10,True
176,"What is the latency period associated with cancer?",8,False,False,False,False,False,descriptive_general,1,1,0,False
177,"What is the name of the person who has signed the letter?",12,False,False,False,False,False,descriptive_general,2,None,9,False
178,"What is the page no.?",5,False,False,False,False,False,descriptive_general,None,None,0,False
179,"What is the discount for Safeway employees on race tickets?",10,False,False,False,False,False,descriptive_general,1,1,0,False
180,"What is plotted along the x axis ?",8,False,False,False,False,False,descriptive_general,4,3,-1,False
181,"What is the date mentioned at the top of the page?",11,False,False,False,False,False,descriptive_general,None,None,0,False
182,"what is the project number ?",6,False,False,False,False,False,descriptive_general,1,1,0,False
183,"Who is the client in the document?",7,False,False,False,False,False,descriptive_general,8,9,1,False
184,"Who is the Dealer?",4,False,False,False,False,False,descriptive_general,1,3,2,True
185,"What is the date of the document mentioned at the top?",11,False,False,False,False,False,descriptive_general,None,None,0,False
186,"What is the name of the laboratory?",7,False,False,False,False,False,descriptive_general,1,4,3,True
187,"Who is the president of NATIONAL ACADEMY OF SCIENCES-NATIONAL RESEARCH COUNCIL?",11,False,False,False,True,False,specific_entity_lookup,1,1,0,False
188,"When to return the complete account information form?",8,False,False,False,False,False,descriptive_general,2,2,0,False
189,"What is the ‘heading’?",4,False,False,False,False,False,descriptive_general,None,None,0,False
190,"What date is given on the top of the document?",10,False,False,False,False,False,descriptive_general,9,None,2,False
191,"Who are the photographers?",4,False,False,False,False,False,descriptive_general,1,1,0,False
192,"What is the page no mentioned in this document?",9,False,False,False,False,False,descriptive_general,None,None,0,False
193,"Who is the winner of the 1978 Christopher Book award?",10,True,False,False,False,False,specific_entity_lookup,1,1,0,False
194,"what is the minimum value of sodium in mg/100kcal?",9,True,False,False,False,False,specific_entity_lookup,1,1,0,False
195,"What is the day and date of the program?",9,False,False,False,False,False,descriptive_general,8,None,3,False
196,"What is the Title of the document?",7,False,False,False,False,False,descriptive_general,None,None,0,False
197,"How much is the 'Meetings Budget' of RAISH in $?",10,False,False,False,True,False,specific_entity_lookup,1,1,0,False
198,"What is the announcement on?",5,False,False,False,False,False,descriptive_general,1,3,2,True
199,"How much funds ‘from Reserve’?",5,False,False,False,False,False,descriptive_general,1,1,0,False
